"Id Estoque";"Contratante";"Tipo Equipamento";"Modelo";"Número de Série";"Patrimônio";"Versão de Software";"Quantidade";"Situação Estoque";"Prestador de Serviços";"Técnico";"Data de Retirada EC";"Último Cliente";"Data Ultima OM";"Reciclado";"Kit Modelo";"DOA";"DOA Aging";"BAD Aging";"Prestador Aging";"Técnico Aging";"OM - Data Recebimento";"Cod. Cliente";"Cliente";"Setor";"Triagem Defeito Constatado";"OM - Última Recebida";"New Good";"Demanda";"Última OS";"OS - Data Atendimento";"Limpeza Técnica";"Data Modificação";"Localização";"Data de Entrega ao Técnico";"AGE";"Triagem - Solução";"Prestador Responsável"
"2007043";"STONE MEI";"GPRS-WIFI";"Link 2500";="183046913111127305891084";"";"";"1";"GOOD";"SP-STONE PAGAMENTOS";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"27/10/2019 00:00:00";"";"";"";"";""
"2007057";"STONE MEI";"GPRS-WIFI";"Link 2500";="183036913111127305887695";"";"";"1";"GOOD";"SP-STONE PAGAMENTOS";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"27/10/2019 00:00:00";"";"";"";"";""
"2007065";"STONE MEI";"GPRS-WIFI";"Link 2500";="183046913111127305889229";"";"";"1";"GOOD";"SP-STONE PAGAMENTOS";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"27/10/2019 00:00:00";"";"";"";"";""
"2007066";"STONE MEI";"GPRS-WIFI";"Link 2500";="183046913111127305890400";"";"";"1";"GOOD";"SP-STONE PAGAMENTOS";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"27/10/2019 00:00:00";"";"";"";"";""
"2206073";"STONE MEI";"GPRS-WIFI";"Link 2500";="190596913111127306395136";"";"";"1";"GOOD";"SP-STONE PAGAMENTOS";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"27/10/2019 00:00:00";"";"";"";"";""
"2361081";"TON";"GPRS-WIFI";"Link 2500";="191196913111127306732745";"";"";"1";"GOOD";"SP-STONE PAGAMENTOS";"";"";"";"";"Não";"";"NAO";"";"";"1571";"";"12/08/2019 14:18:49";"";"";"";"";"";"";"";"";"";"NÃO";"27/03/2020 00:00:00";"";"";"";"";""
"2206499";"STONE MEI";"GPRS-WIFI";"Link 2500";="190596913111127306399070";"";"";"1";"GOOD";"SP-STONE PAGAMENTOS";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"27/10/2019 00:00:00";"";"";"";"";""
"2206500";"STONE MEI";"GPRS-WIFI";"Link 2500";="190596913111127306399083";"";"";"1";"GOOD";"SP-STONE PAGAMENTOS";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"27/10/2019 00:00:00";"";"";"";"";""
"2206503";"STONE MEI";"GPRS-WIFI";"Link 2500";="190596913111127306399096";"";"";"1";"GOOD";"SP-STONE PAGAMENTOS";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"27/10/2019 00:00:00";"";"";"";"";""
"1924310";"STONE MEI";"GPRS-WIFI";"Link 2500";="183036913111127305886834";"";"";"1";"GOOD";"SP-STONE PAGAMENTOS";"";"";"";"";"Não";"";"NAO";"";"";"1792";"";"03/01/2019 21:24:30";"";"";"";"";"";"";"";"";"";"NÃO";"27/10/2019 00:00:00";"";"";"";"";""
"2206032";"STONE MEI";"GPRS-WIFI";"Link 2500";="190596913111127306394988";"";"";"1";"GOOD";"SP-STONE PAGAMENTOS";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"27/10/2019 00:00:00";"";"";"";"";""
"2206034";"STONE MEI";"GPRS-WIFI";"Link 2500";="190596913111127306394993";"";"";"1";"GOOD";"SP-STONE PAGAMENTOS";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"27/10/2019 00:00:00";"";"";"";"";""
"2206040";"STONE MEI";"GPRS-WIFI";"Link 2500";="190596913111127306395009";"";"";"1";"GOOD";"SP-STONE PAGAMENTOS";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"27/10/2019 00:00:00";"";"";"";"";""
"2206068";"STONE MEI";"GPRS-WIFI";"Link 2500";="190596913111127306395120";"";"";"1";"GOOD";"SP-STONE PAGAMENTOS";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"27/10/2019 00:00:00";"";"";"";"";""
"2206069";"STONE MEI";"GPRS-WIFI";"Link 2500";="190596913111127306395124";"";"";"1";"GOOD";"SP-STONE PAGAMENTOS";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"27/10/2019 00:00:00";"";"";"";"";""
"2206070";"STONE MEI";"GPRS-WIFI";"Link 2500";="190596913111127306395128";"";"";"1";"GOOD";"SP-STONE PAGAMENTOS";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"27/10/2019 00:00:00";"";"";"";"";""
"2205991";"STONE MEI";"GPRS-WIFI";"Link 2500";="190596913111127306394835";"";"";"1";"GOOD";"SP-STONE PAGAMENTOS";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"27/10/2019 00:00:00";"";"";"";"";""
"2205992";"STONE MEI";"GPRS-WIFI";"Link 2500";="190596913111127306394842";"";"";"1";"GOOD";"SP-STONE PAGAMENTOS";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"27/10/2019 00:00:00";"";"";"";"";""
"2206003";"STONE MEI";"GPRS-WIFI";"Link 2500";="190596913111127306394878";"";"";"1";"GOOD";"SP-STONE PAGAMENTOS";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"27/10/2019 00:00:00";"";"";"";"";""
"2206012";"STONE MEI";"GPRS-WIFI";"Link 2500";="190596913111127306394910";"";"";"1";"GOOD";"SP-STONE PAGAMENTOS";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"27/10/2019 00:00:00";"";"";"";"";""
"2206028";"STONE MEI";"GPRS-WIFI";"Link 2500";="190596913111127306394974";"";"";"1";"GOOD";"SP-STONE PAGAMENTOS";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"27/10/2019 00:00:00";"";"";"";"";""
"2206030";"STONE MEI";"GPRS-WIFI";"Link 2500";="190596913111127306394982";"";"";"1";"GOOD";"SP-STONE PAGAMENTOS";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"27/10/2019 00:00:00";"";"";"";"";""
"2205960";"STONE MEI";"GPRS-WIFI";"Link 2500";="190596913111127306394682";"";"";"1";"GOOD";"SP-STONE PAGAMENTOS";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"27/10/2019 00:00:00";"";"";"";"";""
"2205961";"STONE MEI";"GPRS-WIFI";"Link 2500";="190596913111127306394686";"";"";"1";"GOOD";"SP-STONE PAGAMENTOS";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"27/10/2019 00:00:00";"";"";"";"";""
"2205963";"STONE MEI";"GPRS-WIFI";"Link 2500";="190596913111127306394693";"";"";"1";"GOOD";"SP-STONE PAGAMENTOS";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"27/10/2019 00:00:00";"";"";"";"";""
"2205965";"STONE MEI";"GPRS-WIFI";"Link 2500";="190596913111127306394703";"";"";"1";"GOOD";"SP-STONE PAGAMENTOS";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"27/10/2019 00:00:00";"";"";"";"";""
"2205966";"STONE MEI";"GPRS-WIFI";"Link 2500";="190596913111127306394707";"";"";"1";"GOOD";"SP-STONE PAGAMENTOS";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"27/10/2019 00:00:00";"";"";"";"";""
"2205982";"STONE MEI";"GPRS-WIFI";"Link 2500";="190596913111127306394803";"";"";"1";"GOOD";"SP-STONE PAGAMENTOS";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"27/10/2019 00:00:00";"";"";"";"";""
"2112800";"STONE MEI";"GPRS-WIFI";"Link 2500";="190296913111127306262830";"";"";"1";"GOOD";"SP-STONE PAGAMENTOS";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"27/10/2019 00:00:00";"";"";"";"";""
"2205949";"STONE MEI";"GPRS-WIFI";"Link 2500";="190596913111127306394637";"";"";"1";"GOOD";"SP-STONE PAGAMENTOS";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"27/10/2019 00:00:00";"";"";"";"";""
"2205951";"STONE MEI";"GPRS-WIFI";"Link 2500";="190596913111127306394642";"";"";"1";"GOOD";"SP-STONE PAGAMENTOS";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"27/10/2019 00:00:00";"";"";"";"";""
"2205953";"STONE MEI";"GPRS-WIFI";"Link 2500";="190596913111127306394650";"";"";"1";"GOOD";"SP-STONE PAGAMENTOS";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"27/10/2019 00:00:00";"";"";"";"";""
"2205958";"STONE MEI";"GPRS-WIFI";"Link 2500";="190596913111127306394671";"";"";"1";"GOOD";"SP-STONE PAGAMENTOS";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"27/10/2019 00:00:00";"";"";"";"";""
"2205959";"STONE MEI";"GPRS-WIFI";"Link 2500";="190596913111127306394674";"";"";"1";"GOOD";"SP-STONE PAGAMENTOS";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"27/10/2019 00:00:00";"";"";"";"";""
"2205913";"STONE MEI";"GPRS-WIFI";"Link 2500";="190596913111127306394473";"";"";"1";"GOOD";"SP-STONE PAGAMENTOS";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"27/10/2019 00:00:00";"";"";"";"";""
"2205915";"STONE MEI";"GPRS-WIFI";"Link 2500";="190596913111127306394485";"";"";"1";"GOOD";"SP-STONE PAGAMENTOS";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"27/10/2019 00:00:00";"";"";"";"";""
"2205916";"STONE MEI";"GPRS-WIFI";"Link 2500";="190596913111127306394488";"";"";"1";"GOOD";"SP-STONE PAGAMENTOS";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"27/10/2019 00:00:00";"";"";"";"";""
"2205935";"STONE MEI";"GPRS-WIFI";"Link 2500";="190596913111127306394580";"";"";"1";"GOOD";"SP-STONE PAGAMENTOS";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"27/10/2019 00:00:00";"";"";"";"";""
"2205944";"STONE MEI";"GPRS-WIFI";"Link 2500";="190596913111127306394613";"";"";"1";"GOOD";"SP-STONE PAGAMENTOS";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"27/10/2019 00:00:00";"";"";"";"";""
"2112775";"STONE MEI";"GPRS-WIFI";"Link 2500";="190296913111127306262729";"";"";"1";"GOOD";"SP-STONE PAGAMENTOS";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"5c890e50bb57130d0c77eeac";"Andreza Souza Almeida Andrade";"";"";"";"";"";"";"";"NÃO";"27/10/2019 00:00:00";"";"";"";"";""
"2205874";"STONE MEI";"GPRS-WIFI";"Link 2500";="190596913111127306394322";"";"";"1";"GOOD";"SP-STONE PAGAMENTOS";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"27/10/2019 00:00:00";"";"";"";"";""
"2205877";"STONE MEI";"GPRS-WIFI";"Link 2500";="190596913111127306394333";"";"";"1";"GOOD";"SP-STONE PAGAMENTOS";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"27/10/2019 00:00:00";"";"";"";"";""
"2205884";"STONE MEI";"GPRS-WIFI";"Link 2500";="190596913111127306394353";"";"";"1";"GOOD";"SP-STONE PAGAMENTOS";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"27/10/2019 00:00:00";"";"";"";"";""
"2205894";"STONE MEI";"GPRS-WIFI";"Link 2500";="190596913111127306394400";"";"";"1";"GOOD";"SP-STONE PAGAMENTOS";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"27/10/2019 00:00:00";"";"";"";"";""
"2205899";"STONE MEI";"GPRS-WIFI";"Link 2500";="190596913111127306394422";"";"";"1";"GOOD";"SP-STONE PAGAMENTOS";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"27/10/2019 00:00:00";"";"";"";"";""
"2205911";"STONE MEI";"GPRS-WIFI";"Link 2500";="190596913111127306394466";"";"";"1";"GOOD";"SP-STONE PAGAMENTOS";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"27/10/2019 00:00:00";"";"";"";"";""
"2205843";"STONE MEI";"GPRS-WIFI";"Link 2500";="190596913111127306394104";"";"";"1";"GOOD";"SP-STONE PAGAMENTOS";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"27/10/2019 00:00:00";"";"";"";"";""
"2205845";"STONE MEI";"GPRS-WIFI";"Link 2500";="190596913111127306394110";"";"";"1";"GOOD";"SP-STONE PAGAMENTOS";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"27/10/2019 00:00:00";"";"";"";"";""
"2205850";"STONE MEI";"GPRS-WIFI";"Link 2500";="190596913111127306394224";"";"";"1";"GOOD";"SP-STONE PAGAMENTOS";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"27/10/2019 00:00:00";"";"";"";"";""
"2205852";"STONE MEI";"GPRS-WIFI";"Link 2500";="190596913111127306394236";"";"";"1";"GOOD";"SP-STONE PAGAMENTOS";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"27/10/2019 00:00:00";"";"";"";"";""
"2205857";"STONE MEI";"GPRS-WIFI";"Link 2500";="190596913111127306394254";"";"";"1";"GOOD";"SP-STONE PAGAMENTOS";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"27/10/2019 00:00:00";"";"";"";"";""
"2205864";"STONE MEI";"GPRS-WIFI";"Link 2500";="190596913111127306394284";"";"";"1";"GOOD";"SP-STONE PAGAMENTOS";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"27/10/2019 00:00:00";"";"";"";"";""
"2117193";"STONE MEI";"GPRS-WIFI";"Link 2500";="190296913111127306263560";"";"";"1";"GOOD";"SP-STONE PAGAMENTOS";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"27/10/2019 00:00:00";"";"";"";"";""
"2205825";"STONE MEI";"GPRS-WIFI";"Link 2500";="190566913111127306384126";"";"";"1";"GOOD";"SP-STONE PAGAMENTOS";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"27/10/2019 00:00:00";"";"";"";"";""
"2205831";"STONE MEI";"GPRS-WIFI";"Link 2500";="190566913111127306384204";"";"";"1";"GOOD";"SP-STONE PAGAMENTOS";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"27/10/2019 00:00:00";"";"";"";"";""
"2205836";"STONE MEI";"GPRS-WIFI";"Link 2500";="190596913111127306394055";"";"";"1";"GOOD";"SP-STONE PAGAMENTOS";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"27/10/2019 00:00:00";"";"";"";"";""
"2205840";"STONE MEI";"GPRS-WIFI";"Link 2500";="190596913111127306394082";"";"";"1";"GOOD";"SP-STONE PAGAMENTOS";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"27/10/2019 00:00:00";"";"";"";"";""
"2205842";"STONE MEI";"GPRS-WIFI";"Link 2500";="190596913111127306394090";"";"";"1";"GOOD";"SP-STONE PAGAMENTOS";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"27/10/2019 00:00:00";"";"";"";"";""
"2112517";"STONE MEI";"GPRS-WIFI";"Link 2500";="190286913111127306257231";"";"";"1";"GOOD";"SP-STONE PAGAMENTOS";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"27/10/2019 00:00:00";"";"";"";"";""
"2112519";"STONE MEI";"GPRS-WIFI";"Link 2500";="190286913111127306257239";"";"";"1";"GOOD";"SP-STONE PAGAMENTOS";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"27/10/2019 00:00:00";"";"";"";"";""
"2112494";"STONE MEI";"GPRS-WIFI";"Link 2500";="190286913111127306257138";"";"";"1";"GOOD";"SP-STONE PAGAMENTOS";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"27/10/2019 00:00:00";"";"";"";"";""
"2112551";"STONE MEI";"GPRS-WIFI";"Link 2500";="190286913111127306257409";"";"";"1";"GOOD";"SP-STONE PAGAMENTOS";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"27/10/2019 00:00:00";"";"";"";"";""
"2112625";"STONE MEI";"GPRS-WIFI";"Link 2500";="190296913111127306261953";"";"";"1";"GOOD";"SP-STONE PAGAMENTOS";"";"";"";"";"Não";"";"NAO";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NÃO";"27/10/2019 00:00:00";"";"";"";"";""
